ticker,earnings_date,eps_estimate,eps_reported,surprise
1820.T,2014-11-07,17.85,64.25,259.94
1820.T,2015-02-09,35.72,27.5,-23.0
1820.T,2015-05-13,24.53,48.6,98.17
1820.T,2015-08-07,4.51,37.4,729.27
1820.T,2016-02-09,-5.26,96.2,1928.9
1820.T,2022-02-04,69.5,78.36,12.75
1820.T,2026-11-05,,,
1833.T,2011-05-12,-2.29,30.35,1426.92
1833.T,2012-05-10,-17.27,-6.15,64.39
1833.T,2014-05-14,36.23,36.35,0.34
1833.T,2014-08-05,23.54,34.0,44.43
1833.T,2014-11-11,26.55,26.1,-1.68
1833.T,2015-02-09,23.76,19.6,-17.5
1833.T,2015-05-13,17.98,43.6,142.48
1833.T,2015-08-05,44.3,60.25,36.01
1833.T,2015-11-10,37.67,40.35,7.11
1833.T,2016-02-09,29.93,73.85,146.73
1833.T,2026-11-12,,,
1835.T,2026-11-12,,,
1860.T,2011-06-30,5.0,5.72,14.48
1860.T,2013-05-14,-43.8,-51.17,-16.83
1860.T,2014-05-15,-9.14,-9.36,-2.41
1860.T,2014-08-07,2.27,18.88,731.29
1860.T,2014-11-12,8.19,6.75,-17.58
1860.T,2015-02-13,11.53,11.86,2.83
1860.T,2015-05-14,4.56,7.93,74.04
1860.T,2015-08-06,14.18,17.86,25.96
1860.T,2015-11-12,7.82,19.05,143.7
1860.T,2016-02-10,14.89,15.83,6.35
1860.T,2016-05-13,15.3,12.51,-18.24
1860.T,2016-08-09,9.8,21.3,117.35
1860.T,2016-11-11,13.4,16.01,19.48
1860.T,2017-02-10,14.7,28.84,96.19
1860.T,2017-08-08,16.6,17.92,7.95
1860.T,2017-11-10,15.3,15.42,0.78
1860.T,2018-02-13,15.5,19.79,27.68
1860.T,2018-05-11,16.7,29.58,77.13
1860.T,2018-08-10,18.3,11.14,-39.13
1860.T,2018-11-08,13.7,15.81,15.4
1860.T,2019-02-08,18.3,19.55,6.83
1860.T,2019-11-08,15.1,18.0,19.21
1860.T,2020-02-13,18.6,21.03,13.06
1860.T,2020-05-29,27.3,23.19,-15.05
1860.T,2021-05-14,25.9,27.69,6.91
1860.T,2021-11-15,12.7,13.19,3.86
1860.T,2022-02-10,17.6,19.35,9.94
1860.T,2023-05-15,17.0,8.48,-50.12
1860.T,2023-11-13,17.0,10.61,-37.59
1860.T,2024-02-13,14.5,4.57,-68.48
1860.T,2026-11-13,,,
1861.T,2010-11-11,-0.6,13.15,2273.55
1861.T,2011-02-10,10.64,11.68,9.7
1861.T,2011-05-13,13.34,5.63,-57.84
1861.T,2011-08-10,-4.5,-12.37,-174.85
1861.T,2011-11-11,2.54,11.2,341.81
1861.T,2012-02-10,11.1,-10.85,-197.73
1861.T,2012-05-14,8.83,34.03,285.23
1861.T,2012-08-09,-11.83,-23.02,-94.67
1861.T,2012-11-12,5.42,-5.52,-202.03
1861.T,2013-02-12,5.55,4.9,-11.67
1861.T,2013-05-13,1.93,8.88,359.84
1861.T,2013-08-07,-12.33,-4.8,61.09
1861.T,2013-11-12,11.85,26.5,123.68
1861.T,2014-02-12,11.04,12.28,11.21
1861.T,2014-05-13,5.61,15.33,173.42
1861.T,2014-08-07,-2.35,-24.67,-951.12
1861.T,2014-11-11,9.24,23.38,153.04
1861.T,2015-02-10,12.05,15.48,28.42
1861.T,2015-05-14,15.64,25.13,60.62
1861.T,2015-08-06,-1.2,22.5,1978.91
1861.T,2016-02-10,11.88,26.75,125.17
1861.T,2026-11-12,,,
1878.T,2010-11-02,23.13,26.54,14.72
1878.T,2011-01-31,16.03,12.95,-19.22
1878.T,2011-05-10,24.98,27.29,9.25
1878.T,2011-07-29,12.65,13.08,3.4
1878.T,2011-10-28,41.77,49.54,18.6
1878.T,2012-02-03,24.11,16.99,-29.53
1878.T,2014-07-31,32.64,41.78,28.01
1878.T,2015-01-30,41.68,38.39,-7.9
1878.T,2015-07-30,38.68,47.57,22.98
1878.T,2016-01-28,44.54,50.32,12.98
1878.T,2016-04-28,26.68,19.26,-27.8
1878.T,2016-07-28,52.48,55.12,5.04
1878.T,2016-10-27,65.32,75.43,15.47
1878.T,2017-01-27,63.98,62.44,-2.41
1878.T,2017-04-28,28.4,21.54,-24.15
1878.T,2017-07-27,54.46,69.92,28.4
1878.T,2017-10-26,78.28,78.15,-0.16
1878.T,2018-01-29,69.5,59.96,-13.72
1878.T,2018-04-23,38.3,25.02,-34.68
1878.T,2018-07-30,69.14,69.74,0.87
1878.T,2018-10-30,79.56,76.86,-3.4
1878.T,2019-01-30,67.5,55.05,-18.45
1878.T,2019-04-26,30.78,40.8,32.54
1878.T,2019-07-30,69.74,57.24,-17.92
1878.T,2019-10-30,77.26,65.4,-15.35
1878.T,2020-01-30,51.79,58.96,13.86
1878.T,2020-05-08,54.13,79.74,47.33
1878.T,2020-07-30,41.34,48.42,17.12
1878.T,2020-10-29,36.02,59.23,64.43
1878.T,2021-01-28,25.26,55.31,118.95
1878.T,2021-04-30,10.2,18.91,85.43
1878.T,2021-07-29,48.21,53.61,11.2
1878.T,2021-10-28,52.17,74.31,42.46
1878.T,2022-01-28,43.5,57.11,31.29
1878.T,2022-04-28,17.76,19.24,8.36
1878.T,2022-08-03,49.23,53.51,8.7
1878.T,2022-10-27,59.05,52.87,-10.46
1878.T,2023-01-30,55.17,49.22,-10.79
1878.T,2023-04-28,61.39,50.62,-17.55
1878.T,2023-07-28,49.97,54.11,8.27
1878.T,2023-10-30,53.85,60.0,11.43
1878.T,2024-01-30,54.16,63.08,16.48
1878.T,2024-05-02,44.51,44.93,0.94
1878.T,2024-07-31,57.34,74.33,29.62
1878.T,2024-10-29,82.08,82.05,-0.04
1878.T,2025-01-31,64.05,78.23,22.14
1878.T,2025-05-02,27.32,51.05,86.88
1878.T,2025-07-31,66.42,72.72,9.5
1878.T,2025-10-31,71.08,77.69,9.3
1878.T,2026-01-30,65.09,79.12,21.56
1878.T,2026-04-30,58.18,69.48,19.43
1878.T,2026-07-31,77.67,72.68,-6.42
1878.T,2026-10-30,71.08,,
1885.T,2012-08-08,-14.41,-15.95,-10.71
1885.T,2012-11-09,5.98,-4.3,-171.91
1885.T,2013-02-08,3.14,11.48,265.16
1885.T,2013-05-15,10.84,11.28,4.06
1885.T,2013-08-08,-11.27,-10.77,4.43
1885.T,2013-11-08,0.65,3.95,505.36
1885.T,2014-02-13,10.53,0.95,-90.98
1885.T,2014-05-15,22.35,15.68,-29.87
1885.T,2014-08-07,-7.47,-17.8,-138.29
1885.T,2014-11-10,3.87,14.25,268.22
1885.T,2015-02-10,7.56,15.13,100.13
1885.T,2015-05-15,20.78,13.3,-36.0
1885.T,2015-08-07,-10.69,16.45,253.88
1885.T,2016-02-10,1.97,19.93,910.14
1885.T,2026-11-12,,,
1893.T,2020-05-11,15.9,19.2,20.75
1893.T,2026-11-06,,,
1911.T,2011-05-11,9.54,4.79,-49.81
1911.T,2011-07-28,-5.08,-3.24,36.15
1911.T,2011-11-09,13.78,13.87,0.63
1911.T,2012-01-31,11.41,3.8,-66.66
1911.T,2014-05-08,15.87,18.78,18.34
1911.T,2016-01-29,7.63,-5.35,-170.13
1911.T,2016-05-12,27.2,10.7,-60.65
1911.T,2017-01-31,10.93,9.39,-14.12
1911.T,2019-05-10,26.53,24.97,-5.89
1911.T,2021-02-15,7.8,25.97,232.99
1911.T,2021-04-30,16.33,23.79,45.67
1911.T,2021-08-10,21.2,29.83,40.71
1911.T,2022-02-14,35.57,57.01,60.29
1911.T,2022-04-27,38.57,37.69,-2.27
1911.T,2022-10-31,12.9,55.3,328.71
1911.T,2023-02-14,28.8,43.29,50.32
1911.T,2023-04-27,23.33,24.02,2.96
1911.T,2023-08-08,35.2,50.37,43.09
1911.T,2023-10-31,63.6,30.85,-51.5
1911.T,2024-02-14,50.97,63.27,24.15
1911.T,2024-04-30,25.32,36.21,43.03
1911.T,2024-08-08,45.23,54.53,20.55
1911.T,2024-10-31,31.43,48.61,54.66
1911.T,2025-02-13,47.97,50.45,5.17
1911.T,2025-04-30,47.85,32.86,-31.34
1911.T,2025-08-07,46.93,46.27,-1.41
1911.T,2025-10-31,43.3,33.55,-22.52
1911.T,2026-02-13,44.0,61.45,39.66
1911.T,2026-05-07,31.63,27.33,-13.59
1911.T,2026-08-07,36.3,16.52,-54.49
1911.T,2026-10-30,26.3,,
1925.T,2010-11-09,20.93,36.76,75.63
1925.T,2011-02-09,12.42,27.27,119.57
1925.T,2011-05-10,-23.32,-30.11,-29.13
1925.T,2011-08-05,13.2,23.65,79.17
1925.T,2011-11-08,32.31,32.35,0.12
1925.T,2012-02-10,59.13,-1.14,-101.93
1925.T,2012-05-10,-1.99,2.5,225.83
1925.T,2013-05-10,19.3,25.68,33.06
1925.T,2014-05-09,43.26,62.86,45.3
1925.T,2014-08-08,35.01,46.54,32.95
1925.T,2014-11-07,35.01,47.02,34.32
1925.T,2015-02-06,36.03,35.83,-0.55
1925.T,2015-05-13,48.28,48.35,0.16
1925.T,2015-08-07,52.39,64.21,22.56
1925.T,2015-11-06,52.94,76.18,43.91
1925.T,2016-02-05,47.49,40.32,-15.1
1925.T,2016-05-13,54.79,-24.31,-144.37
1925.T,2016-08-09,99.86,59.94,-39.98
1925.T,2016-11-09,122.04,84.9,-30.43
1925.T,2017-02-09,71.47,69.47,-2.8
1925.T,2017-05-11,61.6,89.83,45.83
1925.T,2017-08-08,54.34,76.31,40.43
1925.T,2017-11-09,94.45,109.79,16.24
1925.T,2018-02-09,75.07,78.07,4.0
1925.T,2018-05-10,64.33,91.7,42.54
1925.T,2018-08-08,77.74,78.83,1.4
1925.T,2018-11-08,111.91,118.87,6.22
1925.T,2019-02-08,79.24,79.59,0.45
1925.T,2019-05-13,77.41,80.0,3.35
1925.T,2019-08-08,86.39,98.02,13.46
1925.T,2019-11-08,115.85,124.0,7.03
1925.T,2020-02-13,87.73,72.74,-17.08
1925.T,2020-05-14,81.62,57.08,-30.07
1925.T,2020-08-07,48.18,49.81,3.39
1925.T,2020-11-11,64.72,88.9,37.36
1925.T,2021-02-09,37.98,97.58,156.94
1925.T,2021-05-14,44.48,60.89,36.89
1925.T,2021-08-10,79.79,58.94,-26.13
1925.T,2021-11-09,100.25,105.33,5.07
1925.T,2022-02-10,87.08,91.41,4.97
1925.T,2022-05-13,94.09,88.14,-6.32
1925.T,2022-08-09,65.05,55.72,-14.34
1925.T,2022-11-10,110.76,105.82,-4.46
1925.T,2023-02-10,88.15,91.54,3.84
1925.T,2023-05-12,107.79,216.04,100.42
1925.T,2023-08-07,65.63,91.14,38.87
1925.T,2023-11-10,124.18,143.69,15.72
1925.T,2024-02-09,76.87,94.07,22.38
1925.T,2024-05-10,85.41,128.26,50.16
1925.T,2024-08-07,89.33,142.84,59.9
1925.T,2024-11-12,87.26,101.9,16.78
1925.T,2025-02-13,77.28,127.74,65.29
1925.T,2025-05-13,77.34,141.52,82.99
1925.T,2025-08-06,117.82,123.25,4.61
1925.T,2025-11-13,114.14,99.37,-12.94
1925.T,2026-02-13,93.33,141.61,51.72
1925.T,2026-05-13,116.97,202.24,72.9
1925.T,2026-08-06,121.76,134.33,10.32
1925.T,2026-11-11,114.14,,
1926.T,2012-05-14,22.54,9.8,-56.52
1926.T,2012-08-07,-13.02,-9.57,26.49
1926.T,2012-11-06,-3.62,2.73,175.48
1926.T,2013-02-05,12.22,17.72,45.06
1926.T,2013-05-14,15.67,26.59,69.65
1926.T,2013-08-06,-4.62,1.06,122.96
1926.T,2013-11-05,15.75,16.35,3.8
1926.T,2014-02-04,20.12,24.35,21.01
1926.T,2014-05-13,33.72,33.69,-0.08
1926.T,2014-08-05,-2.51,10.48,517.2
1926.T,2014-11-05,14.38,19.65,36.68
1926.T,2015-02-03,21.28,23.71,11.44
1926.T,2015-05-12,35.63,33.56,-5.82
1926.T,2015-08-04,3.53,26.2,641.37
1926.T,2016-02-02,18.33,27.21,48.47
1926.T,2022-02-08,43.2,56.65,31.13
1926.T,2023-02-09,54.6,59.36,8.72
1928.T,2010-12-09,-14.33,-0.11,99.23
1928.T,2011-03-07,28.97,24.97,-13.81
1928.T,2011-09-08,16.52,20.51,24.15
1928.T,2011-12-08,-8.71,11.81,235.59
1928.T,2012-03-08,10.05,6.13,-39.01
1928.T,2013-03-07,27.4,29.27,6.82
1928.T,2014-03-06,37.22,42.99,15.51
1928.T,2014-06-05,17.0,30.82,81.31
1928.T,2014-09-04,35.0,30.64,-12.45
1928.T,2014-12-05,27.66,20.11,-27.3
1928.T,2015-03-05,48.18,49.34,2.4
1928.T,2015-06-04,30.54,16.54,-45.84
1928.T,2015-09-10,30.54,57.55,88.45
1928.T,2015-12-10,30.7,27.34,-10.96
1928.T,2016-03-10,41.46,18.73,-54.83
1928.T,2016-06-09,21.74,21.83,0.43
1928.T,2016-09-08,64.07,52.8,-17.6
1928.T,2016-12-08,37.67,44.9,19.19
1928.T,2017-03-09,45.45,55.95,23.1
1928.T,2017-06-09,23.52,37.41,59.08
1928.T,2017-09-07,52.55,51.0,-2.94
1928.T,2017-12-08,49.39,36.02,-27.08
1928.T,2018-03-08,69.17,68.63,-0.79
1928.T,2018-06-08,37.6,32.42,-13.77
1928.T,2018-09-06,51.46,51.4,-0.11
1928.T,2018-12-07,35.83,36.41,1.63
1928.T,2019-03-07,65.12,66.3,1.81
1928.T,2019-06-07,31.95,34.37,7.56
1928.T,2019-09-05,51.88,78.16,50.65
1928.T,2019-12-06,43.1,58.38,35.44
1928.T,2020-03-05,45.49,34.88,-23.32
1928.T,2020-06-04,35.81,44.85,25.25
1928.T,2020-09-10,50.74,42.25,-16.73
1928.T,2020-12-07,38.5,43.31,12.49
1928.T,2021-03-04,36.58,50.77,38.78
1928.T,2021-06-10,43.33,53.2,22.78
1928.T,2021-09-09,39.69,53.7,35.29
1928.T,2021-12-09,39.78,64.16,61.27
1928.T,2022-03-10,58.41,56.31,-3.59
1928.T,2022-06-09,54.77,85.4,55.93
1928.T,2022-09-08,62.49,69.66,11.47
1928.T,2022-12-08,42.89,68.99,60.84
1928.T,2023-03-09,45.86,52.53,14.54
1928.T,2023-06-08,72.74,63.33,-12.93
1928.T,2023-09-07,60.86,76.98,26.48
1928.T,2023-12-07,66.94,75.98,13.51
1928.T,2024-03-07,68.49,93.0,35.8
1928.T,2024-06-06,70.53,77.83,10.35
1928.T,2024-09-05,79.56,111.96,40.73
1928.T,2024-12-05,49.52,64.57,30.4
1928.T,2025-03-06,74.95,81.59,8.86
1928.T,2025-06-05,83.64,51.49,-38.44
1928.T,2025-09-04,92.41,105.27,13.92
1928.T,2025-12-04,80.16,70.13,-12.51
1928.T,2026-03-05,128.85,131.18,1.81
1928.T,2026-06-04,62.89,90.21,43.45
1928.T,2026-09-10,92.41,,
1934.T,2011-07-28,-14.0,0.66,104.71
1934.T,2011-10-27,7.78,17.6,126.31
1934.T,2012-01-26,3.29,-2.32,-170.6
1934.T,2012-04-26,9.24,-122.51,-1425.44
1934.T,2012-07-24,-37.64,-31.11,17.35
1934.T,2012-10-30,-25.15,-25.87,-2.88
1934.T,2013-01-28,-23.32,-9.85,57.76
1934.T,2013-04-24,-8.92,20.77,332.82
1934.T,2013-07-30,-27.75,-11.28,59.36
1934.T,2013-10-30,-18.98,-18.66,1.67
1934.T,2014-01-28,0.97,2.12,118.33
1934.T,2014-04-25,1.03,71.84,6901.95
1934.T,2014-07-29,-12.96,-6.45,50.22
1934.T,2014-10-29,10.69,19.5,82.38
1934.T,2015-01-28,16.36,33.83,106.81
1934.T,2015-04-28,102.63,105.93,3.21
1934.T,2015-07-29,1.39,19.33,1294.66
1934.T,2016-01-27,21.61,29.07,34.53
1934.T,2016-07-27,-2.49,6.39,356.63
1934.T,2017-01-26,10.65,38.03,257.19
1939.T,2011-01-31,8.35,7.94,-4.87
1939.T,2011-04-28,14.29,14.18,-0.82
1939.T,2011-07-27,2.92,5.5,88.36
1939.T,2011-10-31,3.52,3.59,2.06
1939.T,2012-01-30,4.74,-3.29,-169.44
1939.T,2012-04-27,17.24,13.59,-21.17
1939.T,2012-07-31,5.3,-13.67,-357.7
1939.T,2013-01-30,7.23,6.16,-14.84
1941.T,2011-01-31,7.05,-0.11,-101.56
1941.T,2011-04-28,31.64,27.17,-14.12
1941.T,2011-07-29,-0.33,-11.11,-3297.55
1941.T,2011-10-31,11.39,-40.86,-458.7
1941.T,2012-01-31,-6.63,-25.63,-286.28
1941.T,2012-04-27,27.91,24.47,-12.32
1941.T,2012-07-31,-10.06,-4.01,60.16
1941.T,2012-10-31,8.22,0.66,-91.97
1941.T,2013-01-31,-6.27,18.11,388.74
1941.T,2013-04-26,17.93,13.59,-24.21
1941.T,2013-07-26,5.35,36.63,585.31
1941.T,2013-10-30,12.47,66.53,433.65
1941.T,2014-01-31,12.24,50.29,310.8
1941.T,2014-04-28,31.13,76.73,146.46
1941.T,2014-07-29,19.39,22.39,15.46
1941.T,2014-10-31,28.09,61.42,118.69
1941.T,2015-01-30,20.98,36.58,74.35
1941.T,2015-04-28,26.7,57.9,116.85
1941.T,2015-07-29,13.29,50.17,277.45
1941.T,2016-01-29,25.86,37.7,45.78
1941.T,2016-07-27,13.23,26.39,99.52
1941.T,2017-01-30,27.84,34.29,23.17
1941.T,2026-01-29,,,
1941.T,2026-10-30,,,
1942.T,2016-01-29,10.2,12.18,19.41
1942.T,2016-04-28,16.9,15.95,-5.62
1942.T,2016-07-28,14.2,21.96,54.65
1942.T,2016-10-31,19.6,20.27,3.42
1942.T,2017-01-31,18.1,12.59,-30.44
1942.T,2017-04-28,30.4,31.29,2.93
1942.T,2017-10-31,21.1,20.93,-0.81
1942.T,2018-01-31,14.3,14.0,-2.1
1942.T,2018-04-27,38.3,34.72,-9.35
1942.T,2018-07-31,25.9,21.09,-18.57
1942.T,2018-10-31,23.5,24.68,5.02
1942.T,2019-01-31,16.2,16.57,2.28
1942.T,2019-04-26,43.0,34.12,-20.65
1942.T,2020-04-28,42.8,39.4,-7.94
1942.T,2026-10-30,,,
1944.T,2016-01-28,26.3,26.78,1.83
1944.T,2016-04-28,46.3,48.04,3.76
1944.T,2016-07-29,11.5,4.82,-58.09
1944.T,2016-10-31,25.8,27.0,4.65
1944.T,2017-01-30,29.5,31.34,6.24
1944.T,2017-04-27,47.9,58.41,21.94
1944.T,2017-07-26,6.5,9.0,38.46
1944.T,2017-10-31,28.6,24.56,-14.13
1944.T,2018-01-30,30.4,31.08,2.24
1944.T,2018-04-26,61.2,71.23,16.39
1944.T,2020-01-30,27.1,40.36,48.93
1944.T,2021-01-29,30.9,46.87,51.68
1944.T,2021-10-28,33.5,30.31,-9.52
1944.T,2022-01-31,37.1,30.17,-18.68
1944.T,2023-01-30,25.9,27.07,4.52
1944.T,2026-04-23,139.0,,
1944.T,2026-10-29,,,
1946.T,2011-01-27,0.96,2.95,206.97
1946.T,2011-04-28,22.62,17.07,-24.54
1946.T,2011-07-29,-1.5,-3.71,-147.66
1946.T,2011-10-28,5.57,3.83,-31.25
1946.T,2012-01-30,3.74,-13.29,-455.06
1946.T,2012-04-27,15.41,18.67,21.14
1946.T,2012-07-27,-2.72,-2.6,4.55
1946.T,2012-10-30,4.72,7.56,60.34
1946.T,2013-01-30,3.83,4.24,10.68
1946.T,2013-04-26,13.66,15.85,16.02
1946.T,2013-07-29,-4.05,4.46,210.18
1946.T,2013-10-29,6.68,19.91,198.1
1946.T,2014-01-31,5.06,8.9,75.96
1946.T,2014-04-28,18.01,3.64,-79.79
1946.T,2014-07-28,-3.39,2.79,182.3
1946.T,2014-10-31,12.25,11.69,-4.59
1946.T,2015-01-30,7.24,12.12,67.33
1946.T,2015-04-28,16.75,10.69,-36.16
1946.T,2015-07-31,4.52,13.94,208.2
1946.T,2016-01-28,13.49,17.33,28.44
1950.T,2011-01-31,13.99,24.05,71.93
1950.T,2011-04-28,86.73,75.48,-12.97
1950.T,2011-07-28,-7.99,-3.34,58.19
1950.T,2011-10-31,8.39,4.2,-49.91
1950.T,2012-01-30,19.57,-8.3,-142.41
1950.T,2012-04-27,84.57,83.89,-0.81
1950.T,2012-07-31,0.21,-6.69,-3331.88
1950.T,2012-10-31,5.07,11.71,131.01
1950.T,2013-01-30,11.86,14.4,21.43
1950.T,2013-04-26,82.56,83.69,1.37
1950.T,2013-07-30,-6.13,-12.7,-107.21
1950.T,2013-10-30,9.46,18.51,95.71
1950.T,2014-01-31,15.06,21.68,43.94
1950.T,2014-04-25,90.87,81.45,-10.37
1950.T,2014-07-29,-6.92,-10.3,-48.74
1950.T,2014-10-30,17.94,9.86,-45.03
1950.T,2015-01-30,21.93,29.66,35.24
1950.T,2015-04-28,98.83,110.6,11.91
1950.T,2015-07-29,-6.91,-0.52,92.47
1950.T,2016-01-29,27.01,25.75,-4.65
1950.T,2016-07-29,-6.79,-6.36,6.33
1950.T,2017-01-31,26.93,36.01,33.71
1951.T,2016-05-09,29.4,37.92,29.0
1951.T,2016-08-04,7.3,6.19,-15.21
1951.T,2016-11-04,12.05,6.51,-46.02
1951.T,2017-02-03,15.4,14.17,-7.99
1951.T,2017-05-09,45.45,45.76,0.67
1951.T,2017-08-04,9.0,14.7,63.28
1951.T,2017-11-06,16.35,18.86,15.38
1951.T,2018-02-06,13.15,18.0,36.88
1951.T,2018-05-09,47.35,43.15,-8.87
1951.T,2018-08-03,11.05,14.33,29.68
1951.T,2018-11-06,14.6,16.7,14.42
1951.T,2019-02-07,21.25,117.22,451.62
1951.T,2024-02-09,32.46,17.3,-46.72
1951.T,2024-05-10,64.0,42.93,-32.92
1951.T,2024-08-09,9.04,14.37,58.93
1951.T,2024-11-08,23.18,15.78,-31.93
1951.T,2025-02-07,23.68,24.88,5.05
1951.T,2026-11-06,,,
1959.T,2010-10-29,-4.2,3.66,187.21
1959.T,2011-01-31,8.09,3.37,-58.34
1959.T,2011-04-28,26.74,48.72,82.17
1959.T,2011-07-28,-0.33,-2.93,-782.53
1959.T,2011-10-28,4.33,3.37,-22.19
1959.T,2012-01-31,3.38,-14.06,-515.85
1959.T,2012-04-27,32.25,32.03,-0.69
1959.T,2012-07-30,-13.87,-14.14,-1.98
1959.T,2012-10-31,-4.49,-7.23,-61.02
1959.T,2013-01-30,-4.72,6.11,229.45
1959.T,2013-04-26,35.59,54.72,53.77
1959.T,2013-07-31,-8.34,11.08,232.92
1959.T,2013-10-30,7.78,9.3,19.55
1959.T,2014-01-30,8.72,10.2,17.04
1959.T,2014-04-28,21.32,21.37,0.23
1959.T,2014-07-31,12.31,15.79,28.27
1959.T,2014-10-30,49.4,56.06,13.49
1959.T,2015-01-27,42.71,31.2,-26.95
1959.T,2015-04-28,58.93,71.49,21.31
1959.T,2015-07-29,28.58,52.58,83.99
1959.T,2015-10-29,55.34,61.43,11.01
1959.T,2016-01-28,49.89,48.77,-2.25
1959.T,2016-04-28,111.34,109.67,-1.5
1959.T,2016-07-27,48.46,56.09,15.75
1959.T,2016-10-28,57.54,65.5,13.83
1959.T,2017-01-30,53.3,62.42,17.11
1959.T,2017-04-28,154.18,143.21,-7.12
1959.T,2017-07-28,38.1,47.48,24.61
1959.T,2017-10-27,72.43,89.43,23.47
1959.T,2018-01-30,65.93,55.14,-16.37
1959.T,2018-04-27,175.09,164.84,-5.86
1959.T,2018-07-30,44.93,31.85,-29.12
1959.T,2018-10-26,97.73,80.79,-17.34
1959.T,2019-01-31,66.72,63.09,-5.44
1959.T,2019-04-26,164.1,199.44,21.54
1959.T,2019-07-31,31.82,54.03,69.77
1959.T,2019-10-31,80.84,93.44,15.58
1959.T,2020-01-31,63.05,54.33,-13.82
1959.T,2020-04-28,150.43,168.2,11.82
1959.T,2020-07-31,46.33,44.03,-4.95
1959.T,2020-10-30,87.95,72.94,-17.07
1959.T,2021-01-29,58.81,78.46,33.4
1959.T,2021-04-28,124.13,158.05,27.33
1959.T,2021-07-29,39.78,53.75,35.12
1959.T,2021-10-28,81.65,85.19,4.33
1959.T,2022-01-28,73.96,55.68,-24.72
1959.T,2022-04-28,166.93,175.43,5.09
1959.T,2022-07-27,49.39,33.26,-32.66
1959.T,2022-10-26,48.66,123.66,154.15
1959.T,2023-01-31,71.59,52.61,-26.51
1959.T,2023-04-28,275.75,162.4,-41.11
1959.T,2023-07-26,35.35,60.05,69.87
1959.T,2023-10-27,81.94,83.44,1.83
1959.T,2024-01-29,60.98,97.38,59.69
1959.T,2024-04-26,132.93,155.0,16.6
1959.T,2024-07-29,70.56,109.69,55.46
1959.T,2024-10-30,91.72,76.49,-16.61
1959.T,2025-01-31,98.78,108.25,9.59
1959.T,2025-04-28,201.96,113.93,-43.59
1959.T,2025-07-25,63.5,109.14,71.87
1959.T,2025-10-31,97.3,102.04,4.88
1959.T,2026-01-30,105.61,148.83,40.92
1959.T,2026-04-28,170.27,206.24,21.12
1959.T,2026-07-30,117.61,118.97,1.16
1959.T,2026-10-30,97.3,,
1963.T,2008-05-15,7.59,23.79,213.44
1963.T,2008-08-12,39.17,32.17,-17.87
1963.T,2008-11-11,43.42,34.58,-20.36
1963.T,2009-02-12,15.97,14.8,-7.33
1963.T,2009-05-12,39.19,43.21,10.26
1963.T,2009-08-10,20.96,15.47,-26.19
1963.T,2009-11-10,29.15,29.32,0.58
1963.T,2010-02-09,28.12,22.8,-18.92
1963.T,2010-05-15,31.04,39.66,27.77
1963.T,2010-08-10,21.5,11.99,-44.23
1963.T,2010-11-10,27.57,28.1,1.92
1963.T,2011-02-10,69.46,2.66,-96.17
1963.T,2013-11-12,52.28,43.22,-17.33
1963.T,2014-05-14,48.84,43.22,-11.51
1963.T,2014-08-11,38.04,38.1,0.16
1963.T,2014-11-11,36.78,62.66,70.36
1963.T,2015-02-12,45.43,63.91,40.68
1963.T,2015-05-14,-81.47,-82.94,-1.8
1963.T,2015-08-11,44.12,37.62,-14.74
1963.T,2015-11-11,49.19,88.87,80.67
1963.T,2016-02-10,37.7,47.87,26.98
1963.T,2016-05-12,19.4,-4.76,-124.54
1963.T,2016-08-10,32.9,13.21,-59.85
1963.T,2016-11-09,21.0,-96.07,-557.48
1963.T,2017-02-09,34.5,49.95,44.78
1963.T,2017-05-11,35.3,-54.51,-254.42
1963.T,2018-05-10,-2.8,-12.92,-361.43
1963.T,2019-05-14,11.7,55.76,376.58
1963.T,2022-11-10,20.0,32.53,62.65
1963.T,2023-02-10,23.1,7.17,-68.96
1963.T,2023-05-11,21.2,33.01,55.71
1963.T,2023-08-09,29.9,42.6,42.47
1963.T,2023-11-09,37.8,9.69,-74.37
1963.T,2024-02-09,30.3,-8.21,-127.1
1963.T,2024-08-08,12.8,51.28,300.63
1963.T,2026-11-11,,,
1968.T,2012-11-09,-1.92,-0.35,81.6
1968.T,2013-02-08,6.68,12.29,83.98
1968.T,2013-05-10,5.03,16.13,220.57
1968.T,2013-08-09,8.89,12.49,40.42
1968.T,2013-11-08,8.62,-5.75,-166.77
1968.T,2014-02-07,10.21,7.86,-22.99
1968.T,2014-05-09,9.47,8.63,-8.94
1968.T,2014-08-08,10.34,10.9,5.37
1968.T,2014-11-10,2.53,10.9,330.15
1968.T,2015-02-10,11.38,10.23,-10.17
1968.T,2015-05-08,15.15,20.3,34.02
1968.T,2015-08-07,19.09,21.37,11.97
1968.T,2016-02-09,7.95,11.77,48.17
1968.T,2016-08-09,13.54,8.42,-37.81
1968.T,2017-02-10,7.1,13.42,88.98
1969.T,2016-02-09,9.8,9.69,-1.17
1969.T,2016-05-12,23.2,22.19,-4.35
1969.T,2016-08-05,4.1,4.96,20.85
1969.T,2016-11-10,10.2,11.26,10.39
1969.T,2017-02-09,11.55,14.66,26.88
1969.T,2017-05-12,21.5,28.05,30.44
1969.T,2017-11-13,15.65,19.9,27.16
1969.T,2018-02-08,17.65,19.91,12.78
1969.T,2018-05-11,25.5,29.6,16.08
